2011-02-01 07:57:40.598306	M015	ON
2011-02-01 07:57:43.299305	M016	ON
2011-02-01 07:57:44.710838	M016	OFF
2011-02-01 07:57:45.085271	M016	ON
2011-02-01 07:57:45.90141	M015	OFF
2011-02-01 07:57:47.022273	M019	OFF
2011-02-01 07:57:48.80315	M019	ON
2011-02-01 07:57:49.841932	M016	OFF
2011-02-01 07:57:50.224595	M017	ON
2011-02-01 07:57:50.6152	M015	ON
2011-02-01 07:57:51.216456	M019	OFF
2011-02-01 07:57:52.177029	M015	OFF
2011-02-01 07:57:54.862279	M017	OFF
2011-02-01 07:57:55.250342	M017	ON
2011-02-01 07:57:58.710518	M017	OFF
2011-02-01 07:58:08.847854	M017	ON
2011-02-01 07:58:12.640178	M017	OFF
2011-02-01 07:58:13.693166	M017	ON
2011-02-01 07:58:16.712463	M016	ON
2011-02-01 07:58:18.008527	M019	ON
2011-02-01 07:58:18.808856	M016	OFF
2011-02-01 07:58:19.644147	M019	OFF
2011-02-01 07:58:23.134046	M019	ON
2011-02-01 07:58:23.980673	M015	ON
2011-02-01 07:58:25.981602	M015	OFF
2011-02-01 07:58:28.652906	M017	OFF
2011-02-01 07:58:29.033615	M019	OFF
2011-02-01 07:58:34.037953	M019	ON
2011-02-01 07:58:36.220323	M019	OFF
2011-02-01 07:58:42.868319	M019	ON
2011-02-01 07:58:43.249415	M015	ON
2011-02-01 07:58:54.973931	M019	OFF
2011-02-01 07:58:55.367224	M015	OFF
2011-02-01 07:58:56.861826	M019	ON
2011-02-01 07:58:57.273185	M015	ON
2011-02-01 07:59:04.129569	M017	ON
2011-02-01 07:59:06.532375	M015	OFF
2011-02-01 07:59:06.921703	M019	OFF
2011-02-01 07:59:07.572919	M016	ON
2011-02-01 07:59:09.280226	M018	ON
2011-02-01 07:59:12.8981	T001	19.5
2011-02-01 07:59:12.979844	T005	21
2011-02-01 07:59:13.068484	T003	21
2011-02-01 07:59:13.148497	T002	20
2011-02-01 07:59:13.226129	T004	20.5
2011-02-01 07:59:14.289358	M016	OFF
2011-02-01 07:59:14.46178	M017	OFF
2011-02-01 07:59:14.653399	M020	ON
2011-02-01 07:59:15.185785	M018	OFF
2011-02-01 07:59:15.351334	M012	ON
2011-02-01 07:59:15.50249	M013	ON
2011-02-01 07:59:15.832836	M010	ON
2011-02-01 07:59:16.385145	M013	OFF
2011-02-01 07:59:17.236061	M010	OFF
2011-02-01 07:59:17.610106	M012	OFF
2011-02-01 07:59:18.005659	M020	OFF
2011-02-01 07:59:18.605825	M020	ON
2011-02-01 07:59:19.019031	M012	ON
2011-02-01 07:59:20.418503	M012	OFF
2011-02-01 07:59:22.762311	M010	ON
2011-02-01 07:59:22.829468	M012	ON
2011-02-01 07:59:23.277546	M013	ON
2011-02-01 07:59:23.984078	M010	OFF
2011-02-01 07:59:25.867778	M012	OFF
2011-02-01 07:59:26.454187	M013	OFF
2011-02-01 07:59:26.836694	M020	OFF
2011-02-01 07:59:27.207603	M014	ON
2011-02-01 07:59:27.63549	M020	ON
2011-02-01 07:59:28.45991	M018	ON
2011-02-01 07:59:29.289412	M014	OFF
2011-02-01 07:59:29.896959	M020	OFF
2011-02-01 07:59:38.359928	M019	ON
2011-02-01 07:59:39.414905	M018	OFF
2011-02-01 07:59:40.337957	M019	OFF
2011-02-01 07:59:41.649306	M018	ON
2011-02-01 07:59:45.245539	M020	ON
2011-02-01 07:59:45.631401	M014	ON
2011-02-01 07:59:47.37803	M018	OFF
2011-02-01 07:59:49.038148	M014	OFF
2011-02-01 07:59:49.131557	M020	OFF
2011-02-01 08:00:31.753425	M020	ON
2011-02-01 08:00:35.612815	M018	ON
2011-02-01 08:00:36.909479	M020	OFF
2011-02-01 08:00:37.281122	M019	ON
2011-02-01 08:00:40.893957	M018	OFF
2011-02-01 08:00:41.303121	M015	ON
2011-02-01 08:00:47.448708	M019	OFF
2011-02-01 08:00:48.060643	M019	ON
2011-02-01 08:00:51.63702	M016	ON
2011-02-01 08:00:52.471053	M015	OFF
2011-02-01 08:00:55.851586	M016	OFF
2011-02-01 08:00:57.40605	M019	OFF
2011-02-01 08:00:59.394992	M019	ON
2011-02-01 08:01:00.871059	M015	ON
2011-02-01 08:01:02.601655	M016	ON
2011-02-01 08:01:04.358068	M016	OFF
2011-02-01 08:01:05.671398	M015	OFF
2011-02-01 08:01:06.26392	M016	ON
2011-02-01 08:01:09.885079	M015	ON
2011-02-01 08:01:11.17715	M016	OFF
2011-02-01 08:01:18.734395	M015	OFF
2011-02-01 08:01:19.797972	M019	OFF
2011-02-01 08:01:21.555426	M019	ON
2011-02-01 08:01:24.24214	M015	ON
2011-02-01 08:01:34.478491	M016	ON
2011-02-01 08:01:34.858936	M015	OFF
2011-02-01 08:01:37.590595	M015	ON
2011-02-01 08:01:39.548476	M016	OFF
2011-02-01 08:01:41.51667	M019	OFF
2011-02-01 08:01:43.489453	M015	OFF
2011-02-01 08:01:47.082529	M015	ON
2011-02-01 08:01:47.702588	M019	ON
2011-02-01 08:01:48.517586	M018	ON
2011-02-01 08:01:49.57021	M019	OFF
2011-02-01 08:01:51.4828	M014	ON
2011-02-01 08:01:51.550017	M020	ON
2011-02-01 08:01:53.230092	M015	OFF
2011-02-01 08:01:54.750939	M018	OFF
2011-02-01 08:01:55.180589	M014	OFF
2011-02-01 08:01:56.705891	M009	ON
2011-02-01 08:01:58.450752	M009	OFF
2011-02-01 08:02:00.244153	M021	ON
2011-02-01 08:02:01.491017	M020	OFF
2011-02-01 08:02:03.471466	M018	ON
2011-02-01 08:02:05.234213	M019	ON
2011-02-01 08:02:06.268961	M021	OFF
2011-02-01 08:02:09.625995	M019	OFF
2011-02-01 08:02:10.919762	M020	ON
2011-02-01 08:02:12.006989	M014	ON
2011-02-01 08:02:13.314849	M014	OFF
2011-02-01 08:02:13.922148	M018	OFF
2011-02-01 08:02:14.30581	M020	OFF
2011-02-01 08:02:14.911579	M020	ON
2011-02-01 08:02:15.313939	M014	ON
2011-02-01 08:02:17.780048	M018	ON
2011-02-01 08:02:18.185904	M014	OFF
2011-02-01 08:02:19.242456	M017	ON
2011-02-01 08:02:19.623422	M020	OFF
2011-02-01 08:02:22.062755	M017	OFF
2011-02-01 08:02:24.061193	M018	OFF
2011-02-01 08:02:26.647672	M017	ON
2011-02-01 08:02:26.715743	M018	ON
2011-02-01 08:02:29.243199	M017	OFF
2011-02-01 08:02:29.310389	M020	ON
2011-02-01 08:02:31.035849	M018	OFF
2011-02-01 08:02:34.468595	M020	OFF
2011-02-01 08:04:16.939835	T001	19
2011-02-01 08:04:17.096413	T005	20.5
2011-02-01 08:04:17.231487	T003	20.5
2011-02-01 08:04:17.384872	T002	19.5
2011-02-01 08:04:17.520861	T004	20
2011-02-01 08:07:33.623217	M014	ON
2011-02-01 08:07:33.762628	M020	ON
2011-02-01 08:07:34.479053	M013	ON
2011-02-01 08:07:35.559412	M013	OFF
2011-02-01 08:07:35.939658	M014	OFF
2011-02-01 08:07:37.3322	M020	OFF
2011-02-01 08:07:38.169122	M020	ON
2011-02-01 08:07:38.552676	M013	ON
2011-02-01 08:07:39.58211	M012	ON
2011-02-01 08:07:41.359974	M010	ON
2011-02-01 08:07:42.68011	M010	OFF
2011-02-01 08:07:43.301846	M013	OFF
2011-02-01 08:07:43.676984	M012	OFF
2011-02-01 08:07:44.893187	M020	OFF
2011-02-01 08:08:15.551708	M020	ON
2011-02-01 08:08:16.507481	M010	ON
2011-02-01 08:08:16.585283	M012	ON
2011-02-01 08:08:17.111758	M009	ON
2011-02-01 08:08:17.275297	M013	ON
2011-02-01 08:08:17.941601	M012	OFF
2011-02-01 08:08:18.320109	M010	OFF
2011-02-01 08:08:19.252357	M020	OFF
2011-02-01 08:08:19.924643	M009	OFF
2011-02-01 08:08:19.992451	M013	OFF
2011-02-01 08:08:20.070133	M020	ON
2011-02-01 08:08:20.66738	M018	ON
2011-02-01 08:08:22.083081	M019	ON
2011-02-01 08:08:22.161784	M020	OFF
2011-02-01 08:08:22.659159	M015	ON
2011-02-01 08:08:23.54803	M018	OFF
2011-02-01 08:08:28.63753	M016	ON
2011-02-01 08:08:31.302754	M015	OFF
2011-02-01 08:08:32.115752	M019	OFF
2011-02-01 08:08:34.783053	M016	OFF
2011-02-01 08:08:35.623817	M019	ON
2011-02-01 08:08:35.999492	M016	ON
2011-02-01 08:08:37.401715	M016	OFF
2011-02-01 08:08:37.775007	M019	OFF
2011-02-01 08:08:38.376933	M019	ON
2011-02-01 08:08:39.686233	M017	ON
2011-02-01 08:08:39.755982	M018	ON
2011-02-01 08:08:40.515874	M019	OFF
2011-02-01 08:08:42.299409	M017	OFF
2011-02-01 08:08:44.721677	M020	ON
2011-02-01 08:08:46.042015	M018	OFF
2011-02-01 08:08:49.176399	M020	OFF
2011-02-01 08:08:55.17829	M020	ON
2011-02-01 08:08:56.279299	M014	ON
2011-02-01 08:08:58.927696	M008	ON
2011-02-01 08:08:59.510937	M006	ON
2011-02-01 08:08:59.649377	M014	OFF
2011-02-01 08:09:01.172435	M020	OFF
2011-02-01 08:09:01.543659	M008	OFF
2011-02-01 08:09:05.886847	M003	ON
2011-02-01 08:09:06.963347	M006	OFF
2011-02-01 08:09:11.341043	M003	OFF
2011-02-01 08:09:12.212156	M003	ON
2011-02-01 08:09:13.238371	M006	ON
2011-02-01 08:09:14.68922	M008	ON
2011-02-01 08:09:14.80536	M003	OFF
2011-02-01 08:09:16.642107	M020	ON
2011-02-01 08:09:20.423101	T005	20
2011-02-01 08:09:20.504866	T002	19
2011-02-01 08:09:21.473323	M006	OFF
2011-02-01 08:09:21.555199	M008	OFF
2011-02-01 08:09:21.967311	M013	ON
2011-02-01 08:09:23.054447	M013	OFF
2011-02-01 08:09:23.730734	M020	OFF
2011-02-01 08:09:24.920298	M009	ON
2011-02-01 08:09:24.995959	M013	ON
2011-02-01 08:09:25.433642	M020	ON
2011-02-01 08:09:26.396964	M013	OFF
2011-02-01 08:09:27.211938	M009	OFF
2011-02-01 08:09:29.657328	M020	OFF
2011-02-01 08:09:36.760218	M020	ON
2011-02-01 08:09:37.831379	M013	ON
2011-02-01 08:09:38.209195	M009	ON
2011-02-01 08:09:40.538319	M020	OFF
2011-02-01 08:09:40.954366	M013	OFF
2011-02-01 08:09:41.771142	M009	OFF
2011-02-01 08:09:43.19608	M013	ON
2011-02-01 08:09:43.263119	M020	ON
2011-02-01 08:09:43.721869	M009	ON
2011-02-01 08:09:46.389515	M009	OFF
2011-02-01 08:09:47.9034	M013	OFF
2011-02-01 08:09:50.92939	M014	ON
2011-02-01 08:09:51.881686	M018	ON
2011-02-01 08:09:52.767493	M014	OFF
2011-02-01 08:09:52.84464	M019	ON
2011-02-01 08:09:53.302272	M020	OFF
2011-02-01 08:09:53.607822	M015	ON
2011-02-01 08:09:55.490414	M018	OFF
2011-02-01 08:09:55.892053	M019	OFF
2011-02-01 08:09:56.469496	M019	ON
2011-02-01 08:10:02.84227	M015	OFF
2011-02-01 08:10:03.460273	M019	OFF
2011-02-01 08:10:05.112401	M015	ON
2011-02-01 08:10:05.179213	M019	ON
2011-02-01 08:10:07.797236	M018	ON
2011-02-01 08:10:09.318149	M019	OFF
2011-02-01 08:10:10.134546	M015	OFF
2011-02-01 08:10:15.031183	M018	OFF
2011-02-01 08:10:15.404257	M018	ON
2011-02-01 08:10:16.702898	M019	ON
2011-02-01 08:10:21.465705	M019	OFF
2011-02-01 08:10:23.559906	M021	ON
2011-02-01 08:10:24.984178	M018	OFF
2011-02-01 08:10:25.059022	M020	ON
2011-02-01 08:10:27.203807	M021	OFF
2011-02-01 08:10:31.012378	M021	ON
2011-02-01 08:10:32.704557	M018	ON
2011-02-01 08:10:32.771547	M020	OFF
2011-02-01 08:10:33.694905	M017	ON
2011-02-01 08:10:33.772885	M021	OFF
2011-02-01 08:10:37.209315	M021	ON
2011-02-01 08:10:37.589224	M017	OFF
2011-02-01 08:10:37.955813	M018	OFF
2011-02-01 08:10:39.021697	M022	ON
2011-02-01 08:10:40.96093	M021	OFF
2011-02-01 08:10:44.057637	M022	OFF
2011-02-01 08:10:57.564082	M021	ON
2011-02-01 08:10:58.159473	M020	ON
2011-02-01 08:11:00.386066	M014	ON
2011-02-01 08:11:00.974828	M021	OFF
2011-02-01 08:11:05.729661	M018	ON
2011-02-01 08:11:07.400556	M014	OFF
2011-02-01 08:11:07.46807	M019	ON
2011-02-01 08:11:07.922913	M020	OFF
2011-02-01 08:11:08.426556	M015	ON
2011-02-01 08:11:09.678705	M018	OFF
2011-02-01 08:11:14.221035	M015	OFF
2011-02-01 08:11:15.898224	M015	ON
2011-02-01 08:11:16.031026	M019	OFF
2011-02-01 08:11:17.313022	M019	ON
2011-02-01 08:11:22.138672	M018	ON
2011-02-01 08:11:25.424085	M018	OFF
2011-02-01 08:11:25.491813	M019	OFF
2011-02-01 08:11:25.956732	M014	ON
2011-02-01 08:11:27.259322	M015	OFF
2011-02-01 08:11:27.655213	M014	OFF
2011-02-01 08:11:29.842201	M014	ON
2011-02-01 08:11:32.729588	M014	OFF
2011-02-01 08:11:37.042365	M014	ON
2011-02-01 08:11:39.502086	M020	ON
2011-02-01 08:11:40.830227	M014	OFF
2011-02-01 08:11:42.102462	M009	ON
2011-02-01 08:11:42.491441	M013	ON
2011-02-01 08:11:43.592952	M013	OFF
2011-02-01 08:11:44.379153	M009	OFF
2011-02-01 08:11:45.450604	M013	ON
2011-02-01 08:11:49.210419	M013	OFF
2011-02-01 08:11:49.277956	M020	OFF
2011-02-01 08:12:28.026893	M020	ON
2011-02-01 08:12:30.263748	M021	ON
2011-02-01 08:12:32.411733	M008	ON
2011-02-01 08:12:32.47843	M021	OFF
2011-02-01 08:12:34.618685	M020	OFF
2011-02-01 08:12:35.914902	M008	OFF
2011-02-01 08:12:36.979215	M020	ON
2011-02-01 08:12:39.412193	M020	OFF
2011-02-01 08:12:42.787325	M020	ON
2011-02-01 08:12:45.017597	M020	OFF
2011-02-01 08:12:49.30975	M020	ON
2011-02-01 08:12:50.848391	M020	OFF
2011-02-01 08:12:52.580102	M020	ON
2011-02-01 08:12:52.960173	M011	ON
2011-02-01 08:12:54.871003	D001	OPEN
2011-02-01 08:13:02.056032	D001	CLOSE
2011-02-01 08:13:09.479685	M011	OFF
2011-02-01 08:13:12.816696	M020	OFF
2011-02-01 08:13:30.368778	M020	ON
2011-02-01 08:13:33.258599	M008	ON
2011-02-01 08:13:33.871123	M006	ON
2011-02-01 08:13:35.848455	M020	OFF
2011-02-01 08:13:38.036805	M007	ON
2011-02-01 08:13:38.899176	M008	OFF
2011-02-01 08:13:39.282566	M005	ON
2011-02-01 08:13:40.093702	M006	OFF
2011-02-01 08:13:41.774524	M004	ON
2011-02-01 08:13:41.912646	M005	OFF
2011-02-01 08:13:44.080113	M007	OFF
2011-02-01 08:13:44.699675	M004	OFF
2011-02-01 08:14:24.043269	T001	18.5
2011-02-01 08:14:24.125148	T003	20
2011-02-01 08:14:24.268234	T002	18.5
2011-02-01 08:19:27.576404	T005	19.5
2011-02-01 08:19:27.658619	T003	19.5
2011-02-01 08:19:27.804382	T004	19.5
2011-02-01 08:24:31.221673	T001	18
2011-02-01 08:24:31.361714	T005	20
2011-02-01 08:29:34.814506	T001	18.5
2011-02-01 08:29:34.896817	T005	25
2011-02-01 08:29:35.039407	T003	21
2011-02-01 08:29:35.17463	T002	21
2011-02-01 08:29:35.326822	T004	20
2011-02-01 08:34:22.481535	M004	ON
2011-02-01 08:34:22.858959	M007	ON
2011-02-01 08:34:24.869404	M005	ON
2011-02-01 08:34:26.622922	M004	OFF
2011-02-01 08:34:27.440856	M003	ON
2011-02-01 08:34:30.550876	M003	OFF
2011-02-01 08:34:32.983449	M004	ON
2011-02-01 08:34:33.371344	M005	OFF
2011-02-01 08:34:38.349019	T005	22.5
2011-02-01 08:34:38.442132	T002	20.5
2011-02-01 08:34:38.522465	T004	20.5
2011-02-01 08:34:39.340421	M004	OFF
2011-02-01 08:34:39.688017	M007	OFF
2011-02-01 08:36:27.287437	M004	ON
2011-02-01 08:36:27.886921	M007	ON
2011-02-01 08:36:29.759623	M005	ON
2011-02-01 08:36:31.290158	M004	OFF
2011-02-01 08:36:33.857952	M006	ON
2011-02-01 08:36:33.925048	M005	OFF
2011-02-01 08:36:34.9429	M007	OFF
2011-02-01 08:36:38.553504	M006	OFF
2011-02-01 08:36:38.621115	M007	ON
2011-02-01 08:36:39.206913	M005	ON
2011-02-01 08:36:40.971103	M001	ON
2011-02-01 08:36:41.820391	M005	OFF
2011-02-01 08:36:42.658241	M001	OFF
2011-02-01 08:36:49.719347	M007	OFF
2011-02-01 08:37:00.319705	M007	ON
2011-02-01 08:37:01.372375	M007	OFF
2011-02-01 08:37:26.756597	M007	ON
2011-02-01 08:37:28.271815	M001	ON
2011-02-01 08:37:31.92454	M001	OFF
2011-02-01 08:37:35.047045	M005	ON
2011-02-01 08:37:37.259953	M003	ON
2011-02-01 08:37:39.305366	M005	OFF
2011-02-01 08:37:39.372618	M007	OFF
2011-02-01 08:37:39.462829	M003	OFF
2011-02-01 08:37:42.270677	M003	ON
2011-02-01 08:37:44.460481	M003	OFF
2011-02-01 08:37:47.12093	M003	ON
2011-02-01 08:37:48.669545	M006	ON
2011-02-01 08:37:49.053284	M003	OFF
2011-02-01 08:37:49.908413	M008	ON
2011-02-01 08:37:51.678682	M020	ON
2011-02-01 08:37:52.286163	M006	OFF
2011-02-01 08:37:54.509066	M008	OFF
2011-02-01 08:37:55.819189	M020	OFF
2011-02-01 08:37:57.740744	M013	ON
2011-02-01 08:37:57.899588	M020	ON
2011-02-01 08:37:59.95148	M013	OFF
2011-02-01 08:38:00.021669	M020	OFF
2011-02-01 08:38:03.582614	M020	ON
2011-02-01 08:38:04.856878	M013	ON
2011-02-01 08:38:07.097588	M020	OFF
2011-02-01 08:38:07.470818	M013	OFF
2011-02-01 08:38:09.345001	M013	ON
2011-02-01 08:38:11.897768	M020	ON
2011-02-01 08:38:13.102637	M013	OFF
2011-02-01 08:38:15.131153	M020	OFF
2011-02-01 08:39:41.919582	T005	20.5
2011-02-01 08:39:42.060093	T003	20
2011-02-01 08:39:42.249377	T002	19.5
2011-02-01 08:39:42.38529	T004	20
2011-02-01 08:40:44.392017	M020	ON
2011-02-01 08:40:49.816062	M020	OFF
2011-02-01 08:40:54.342036	M020	ON
2011-02-01 08:40:58.309604	M020	OFF
2011-02-01 08:40:59.122022	M020	ON
2011-02-01 08:41:00.410067	M013	ON
2011-02-01 08:41:02.527677	M013	OFF
2011-02-01 08:41:02.604313	M020	OFF
2011-02-01 08:41:36.499749	M020	ON
2011-02-01 08:41:40.672751	M020	OFF
2011-02-01 08:41:51.749135	M020	ON
2011-02-01 08:42:00.009112	M014	ON
2011-02-01 08:42:01.299236	M014	OFF
2011-02-01 08:42:01.680727	M014	ON
2011-02-01 08:42:02.07294	M020	OFF
2011-02-01 08:42:07.562813	M014	OFF
2011-02-01 08:42:17.342492	M014	ON
2011-02-01 08:42:18.851029	M020	ON
2011-02-01 08:42:19.455979	M014	OFF
2011-02-01 08:42:20.08364	M021	ON
2011-02-01 08:42:21.371434	M008	ON
2011-02-01 08:42:21.88642	M006	ON
2011-02-01 08:42:21.95346	M021	OFF
2011-02-01 08:42:24.38651	M008	OFF
2011-02-01 08:42:24.463165	M020	OFF
2011-02-01 08:42:25.002318	M007	ON
2011-02-01 08:42:25.165761	M003	ON
2011-02-01 08:42:26.570032	M006	OFF
2011-02-01 08:42:26.945035	M006	ON
2011-02-01 08:42:27.771639	M003	OFF
2011-02-01 08:42:28.155271	M008	ON
2011-02-01 08:42:29.086614	M007	OFF
2011-02-01 08:42:31.973947	M006	OFF
2011-02-01 08:42:36.539527	M008	OFF
2011-02-01 08:42:45.165295	M008	ON
2011-02-01 08:42:45.321791	M020	ON
2011-02-01 08:42:46.137661	M008	OFF
2011-02-01 08:42:48.540688	M020	OFF
2011-02-01 08:42:49.135528	M020	ON
2011-02-01 08:42:51.260919	M013	ON
2011-02-01 08:42:52.315692	M012	ON
2011-02-01 08:42:53.248487	M013	OFF
2011-02-01 08:42:54.521223	M012	OFF
2011-02-01 08:42:55.139071	M012	ON
2011-02-01 08:42:55.963723	M010	ON
2011-02-01 08:42:56.79895	M013	ON
2011-02-01 08:42:57.175162	M010	OFF
2011-02-01 08:42:58.321469	M012	OFF
2011-02-01 08:42:59.146608	M013	OFF
2011-02-01 08:43:00.663901	M014	ON
2011-02-01 08:43:01.738274	M020	OFF
2011-02-01 08:43:09.047336	M014	OFF
2011-02-01 08:43:11.022724	M020	ON
2011-02-01 08:43:13.375294	M009	ON
2011-02-01 08:43:13.45067	M013	ON
2011-02-01 08:43:14.461765	M013	OFF
2011-02-01 08:43:15.270109	M020	OFF
2011-02-01 08:43:15.87086	M009	OFF
2011-02-01 08:43:16.264452	M009	ON
2011-02-01 08:43:18.067868	M009	OFF
2011-02-01 08:43:22.359722	M020	ON
2011-02-01 08:43:28.140746	M020	OFF
2011-02-01 08:43:30.129133	M020	ON
2011-02-01 08:43:30.949346	M013	ON
2011-02-01 08:43:32.223616	M013	OFF
2011-02-01 08:43:34.654176	M020	OFF
2011-02-01 08:43:38.199923	M013	ON
2011-02-01 08:43:38.268208	M020	ON
2011-02-01 08:43:40.422554	M013	OFF
2011-02-01 08:43:41.25965	M021	ON
2011-02-01 08:43:42.103107	M020	OFF
2011-02-01 08:43:46.87104	M021	OFF
2011-02-01 08:43:52.4724	M020	ON
2011-02-01 08:43:53.781004	M013	ON
2011-02-01 08:43:55.060942	M012	ON
2011-02-01 08:43:55.44677	M010	ON
2011-02-01 08:43:56.268488	M013	OFF
2011-02-01 08:43:57.678576	M020	OFF
2011-02-01 08:43:58.755918	M012	OFF
2011-02-01 08:43:59.698624	M010	OFF
2011-02-01 08:44:11.10386	M010	ON
2011-02-01 08:44:11.243363	M012	ON
2011-02-01 08:44:12.042114	M020	ON
2011-02-01 08:44:15.160058	M020	OFF
2011-02-01 08:44:15.75742	M020	ON
2011-02-01 08:44:16.14857	M013	ON
2011-02-01 08:44:17.889037	M010	OFF
2011-02-01 08:44:18.266539	M012	OFF
2011-02-01 08:44:19.98999	M013	OFF
2011-02-01 08:44:22.430599	M021	ON
2011-02-01 08:44:24.858056	M020	OFF
2011-02-01 08:44:25.710814	M020	ON
2011-02-01 08:44:26.650624	M022	ON
2011-02-01 08:44:27.049475	M020	OFF
2011-02-01 08:44:28.551521	M021	OFF
2011-02-01 08:44:35.945887	M021	ON
2011-02-01 08:44:36.566096	M022	OFF
2011-02-01 08:44:39.938232	M021	OFF
2011-02-01 08:44:40.53389	M014	ON
2011-02-01 08:44:45.482079	T001	18
2011-02-01 08:44:45.565222	T003	19.5
2011-02-01 08:44:45.713329	T002	19
2011-02-01 08:44:45.849033	T004	19.5
2011-02-01 08:44:47.028033	M014	OFF
2011-02-01 08:44:58.558208	M014	ON
2011-02-01 08:44:58.953889	M020	ON
2011-02-01 08:44:59.759268	M014	OFF
2011-02-01 08:45:02.586143	M020	OFF
2011-02-01 08:45:04.101021	M014	ON
2011-02-01 08:45:05.758404	M014	OFF
2011-02-01 08:45:06.359152	M014	ON
2011-02-01 08:45:09.72661	M018	ON
2011-02-01 08:45:10.701759	M014	OFF
2011-02-01 08:45:14.504182	M021	ON
2011-02-01 08:45:15.572217	M018	OFF
2011-02-01 08:45:17.102364	M031	ON
2011-02-01 08:45:18.053899	M021	OFF
2011-02-01 08:45:18.435989	M031	OFF
2011-02-01 08:45:19.480043	M021	ON
2011-02-01 08:45:21.1101	M021	OFF
2011-02-01 08:45:22.85752	M021	ON
2011-02-01 08:45:28.299426	M020	ON
2011-02-01 08:45:30.220185	M021	OFF
2011-02-01 08:45:30.296658	M020	OFF
2011-02-01 08:45:45.084347	M020	ON
2011-02-01 08:45:48.351655	M021	ON
2011-02-01 08:45:49.852171	M020	OFF
2011-02-01 08:45:52.270126	M021	OFF
2011-02-01 08:45:54.949887	M021	ON
2011-02-01 08:45:56.234894	M020	ON
2011-02-01 08:45:57.898444	M020	OFF
2011-02-01 08:45:58.272228	M021	OFF
2011-02-01 08:46:00.700213	M014	ON
2011-02-01 08:46:01.889336	M014	OFF
2011-02-01 08:46:03.159343	M014	ON
2011-02-01 08:46:04.225298	M020	ON
2011-02-01 08:46:05.748055	M014	OFF
2011-02-01 08:46:06.705728	M020	OFF
2011-02-01 08:46:12.396267	M020	ON
2011-02-01 08:46:12.777249	M013	ON
2011-02-01 08:46:16.633909	M013	OFF
2011-02-01 08:46:20.226717	M008	ON
2011-02-01 08:46:21.382034	M006	ON
2011-02-01 08:46:23.145372	M008	OFF
2011-02-01 08:46:24.199124	M020	OFF
2011-02-01 08:46:25.464456	M020	ON
2011-02-01 08:46:27.760317	M020	OFF
2011-02-01 08:46:28.177703	M007	ON
2011-02-01 08:46:29.924868	M006	OFF
2011-02-01 08:46:32.602812	M007	OFF
2011-02-01 08:46:39.525699	M007	ON
2011-02-01 08:46:43.089789	M007	OFF
2011-02-01 08:46:49.716153	M007	ON
2011-02-01 08:46:51.463835	M007	OFF
2011-02-01 08:46:52.079295	M006	ON
2011-02-01 08:46:53.829117	M020	ON
2011-02-01 08:46:54.210107	M008	ON
2011-02-01 08:46:54.812127	M006	OFF
2011-02-01 08:46:56.624361	M021	ON
2011-02-01 08:46:57.93105	M008	OFF
2011-02-01 08:46:58.902292	M022	ON
2011-02-01 08:46:58.969778	M020	OFF
2011-02-01 08:46:59.419821	M021	OFF
2011-02-01 08:47:01.772231	M022	OFF
2011-02-01 08:47:05.335644	D004	OPEN
2011-02-01 08:47:06.180552	M030	ON
2011-02-01 08:47:09.557846	D004	CLOSE
2011-02-01 08:47:12.650837	M030	OFF
2011-02-01 08:47:30.079932	D004	OPEN
2011-02-01 08:47:30.470674	M030	ON
2011-02-01 08:47:34.520031	D004	CLOSE
2011-02-01 08:47:38.420361	M030	OFF
2011-02-01 08:47:48.281257	M022	ON
2011-02-01 08:47:51.649042	M022	OFF
2011-02-01 08:47:52.45337	D004	OPEN	Leave_Home begin
2011-02-01 08:47:52.834895	M030	ON
2011-02-01 08:47:56.677219	D004	CLOSE	Leave_Home end
2011-02-01 08:47:58.679203	M030	OFF
2011-02-01 08:49:49.000543	T001	18.5
2011-02-01 08:49:49.093365	T005	25
2011-02-01 08:49:49.225182	T003	21
2011-02-01 08:49:49.35858	T002	21.5
2011-02-01 08:49:49.512146	T004	20
2011-02-01 08:54:52.550423	T001	19
2011-02-01 08:54:52.645143	T005	23
2011-02-01 08:54:52.725217	T003	21.5
2011-02-01 08:54:52.815579	T002	21
2011-02-01 08:54:52.89605	T004	20.5
2011-02-01 08:59:56.198468	T001	18.5
2011-02-01 08:59:56.287962	T005	21
2011-02-01 08:59:56.421764	T003	20.5
2011-02-01 08:59:56.573496	T002	19.5
2011-02-01 08:59:56.708677	T004	20
2011-02-01 09:04:59.713938	T005	22
2011-02-01 09:04:59.796256	T003	20
2011-02-01 09:04:59.946397	T002	20
2011-02-01 09:05:00.082381	T004	19.5
2011-02-01 09:10:03.247996	T001	19
2011-02-01 09:10:03.349973	T005	24
2011-02-01 09:10:03.480332	T003	21.5
2011-02-01 09:10:03.614458	T002	21.5
2011-02-01 09:10:03.767335	T004	20.5
2011-02-01 09:15:06.818046	T001	18.5
2011-02-01 09:15:06.90124	T005	21
2011-02-01 09:15:07.022014	T003	20.5
2011-02-01 09:15:07.174807	T002	20
2011-02-01 09:15:07.312466	T004	20
2011-02-01 09:20:10.338398	T005	22.5
2011-02-01 09:20:10.419404	T003	20
2011-02-01 09:25:13.906821	T001	19
2011-02-01 09:25:13.988261	T005	23.5
2011-02-01 09:25:14.136064	T003	21.5
2011-02-01 09:25:14.269918	T002	21.5
